classifier,auc,n_trials,n_detections,trials_path,git_commit,timestamp
identifiability_score,0.6331923890063424,474,1,data/trials/trials.jsonl,e8623da1ba54992cb7ed7b1dc7ef341841e8aca5,2026-08-17T01:01:40.608272+00:00
decoder_norm,0.7621564482029598,474,1,data/trials/trials.jsonl,e8623da1ba54992cb7ed7b1dc7ef341841e8aca5,2026-08-17T01:01:40.608272+00:00
